154,4.00,2 x 8 Plates,4
155,2.00,Lego System Idea Book no. 1,8
156,11.00,Lego System Ideas Book no. 2,9
157,5.00,2 x 4 Plates (cardboard box version),9
158,11.00,2 x 4 Plates - Blue (architectural hobby und modelbau version),9
159,3.00,2 x 4 Plates - Light Gray (architectural hobby und modelbau version),9
160,7.00,2 x 4 Plates - Red (architectural hobby und modelbau version),1
161,4.00,2 x 4 Plates - Trans-Clear (architectural hobby und modelbau version),0
162,9.00,2 x 4 Plates - White (architectural hobby und modelbau version),7
163,12.00,2 x 4 Plates - Yellow (architectural hobby und modelbau version),2
164,6.00,2 x 4 Plates - Black (architectural hobby und modelbau version),0
165,4.00,2 x 3 Plates (cardboard box version),2
166,3.00,2 x 3 Plates - Blue (architectural hobby und modelbau version),6
167,10.00,2 x 3 Plates - Light Gray (architectural hobby und modelbau version),9
168,9.00,2 x 3 Plates - Red (architectural hobby und modelbau version),7
169,11.00,2 x 3 Plates - Trans-Clear (architectural hobby und modelbau version),0
170,10.00,2 x 3 Plates - White (architectural hobby und modelbau version),8
171,9.00,2 x 3 Plates - Yellow (architectural hobby und modelbau version),6
172,4.00,2 x 3 Plates - Black (architectural hobby und modelbau version),7
173,2.00,2 x 2 Plates - Black (cardboard box version),5
174,5.00,2 x 2 Plates - Blue (architectural hobby und modelbau version),0
175,4.00,2 x 2 Plates - Light Gray (architectural hobby und modelbau version),10
176,2.00,2 x 2 Plates - Red (architectural hobby und modelbau version),6
177,4.00,2 x 2 Plates - Trans-Clear (architectural hobby und modelbau version),1
178,12.00,2 x 2 Plates - White (architectural hobby und modelbau version),6
179,11.00,2 x 2 Plates - Yellow (architectural hobby und modelbau version),10
180,2.00,2 x 2 Plates - Blue (cardboard box version),5
181,9.00,2 x 2 Plates - Green (cardboard box version),3
182,5.00,2 x 2 Plates - Yellow (cardboard box version),5
183,9.00,2 x 2 Plates - Black (architectural hobby und modelbau version),9
184,7.00,1 x 1 and 1 x 2 Plates (cardboard box version),5
185,2.00,1 x 1 and 1 x 2 Plates - Blue (architectural hobby und modelbau version),3
186,8.00,1 x 1 and 1 x 2 Plates - Light Gray (architectural hobby und modelbau version),10
187,2.00,1 x 1 and 1 x 2 Plates - Red (architectural hobby und modelbau version),6
188,2.00,1 x 1 and 1 x 2 Plates - Trans-Clear (architectural hobby und modelbau version),1
189,10.00,1 x 1 and 1 x 2 Plates - White (architectural hobby und modelbau version),4
190,8.00,1 x 1 and 1 x 2 Plates - Yellow (architectural hobby und modelbau version),6
191,5.00,1 x 1 and 1 x 2 Plates - Black (architectural hobby und modelbau version),5
192,12.00,"Town Plan - UK, Cardboard box",3
193,12.00,Lego System Ideas Book no. 2,6
194,8.00,Lego System Idea Book,10
195,7.00,So Bauen Wir Mit LEGO,0
196,8.00,6 International Flags -1-,9
197,11.00,6 International Flags -2-,10
198,7.00,6 International Flags -3-,3
199,11.00,Large & Small Wheels & Turn-Table,0
200,5.00,European Taxie,7
201,11.00,Farm Tractor,8
202,5.00,Truck,8
203,9.00,Windmill Set,8
204,11.00,Small Wheels with Axles (System),2
205,4.00,2 x 2 Plates - Light Gray (cardboard box version),0
206,12.00,2 x 2 Plates - Red (cardboard box version),6
207,10.00,2 x 2 Plates - Trans-Clear (cardboard box version),6
208,10.00,2 x 2 Plates - White (cardboard box version),3
209,6.00,Samsonite Large Educational Set,6
210,10.00,LEGO Hobby und Modellbau,5
211,9.00,Lego System Ideas Book No. 3,7
212,4.00,Lego System Idea Book (by Samsonite),1
213,12.00,Aeroplane,10
214,4.00,Tractor & Trailer,7
215,10.00,Fire Engine,3
216,2.00,Town House,2
217,2.00,Train,9
218,3.00,House with Garage,0
219,6.00,Large Wheels with Axles (System),5
220,4.00,White Turntables,0
221,4.00,"Baseplate, Gray",2
222,9.00,Basic Building Set in Cardboard,7
223,12.00,Basic Building Set in Cardboard,3
224,3.00,Truck with Trailer,5
225,3.00,Airplane,3
226,12.00,Clowns,7
227,8.00,Small Cottage,0
228,2.00,38 Slimbricks Assorted Sizes (The Building Toy),0
229,11.00,38 Slimbricks Assorted Sizes,6
230,12.00,Tiles,0
231,12.00,Educational Box - Empty,2
232,10.00,4.5V Motor with Wheels (Small Version),4
233,11.00,4.5V Motor with Wheels (Large Version),2
234,9.00,4.5V Battery Case,8
235,6.00,Starter Train Set without Motor,5
236,11.00,Locomotive with Motor,7
237,9.00,Motorized Train Set,10
238,11.00,Small Train Set,2
239,8.00,Starter Train Set with Motor,0
240,3.00,Straight Track,0
241,2.00,Curved Track,6
242,12.00,Two Train Wagons,4
243,8.00,Large Train Wagon,5
244,6.00,Wir bauen mit Lego Idea Book,7
245,8.00,London Bus,1
246,5.00,Shell Service Station,7
247,7.00,Small Wheels with Axles (The Building Toy),5
248,11.00,Large Wheels with Axles (The Building Toy),10
249,11.00,White Turntables,9
250,8.00,Train Couplers and Wheels (System),8
251,5.00,"Windows Parts Pack, Red (The Building Toy)",7
252,4.00,"Windows Parts Pack, White (The Building Toy)",10
253,10.00,"Windows Parts Pack, Red (System)",2
254,11.00,"Windows Parts Pack, White (System)",6
255,7.00,5 Sixteens and 4 Twenties (System),7
256,12.00,4 Sixteens 2 Twenties (The Building Toy),4
257,7.00,Cornerbricks (The Building Toy),1
258,10.00,Cornerbricks (System),9
259,7.00,2 x 4 Bricks (The Building Toy),10
260,3.00,2 x 4 Bricks (System),7
261,12.00,2 x 3 Bricks (The Building Toy),1
262,11.00,2 x 3 Bricks (System),0
263,3.00,2 x 2 Bricks (The Building Toy),0
264,10.00,2 x 2 Bricks (System),1
265,8.00,1 x 2 Bricks,7
266,9.00,2 eights 2 sixes 2 fours 8 twos 6 ones (The Building Toy),2
267,10.00,"1 x 1, 1 x 2, 1 x 4, 1 x 6, 1 x 8 Bricks",4
268,12.00,Curved and Round Bricks (The Building Toy),2
269,11.00,7 Named Beams (The Building Toy),4
270,4.00,8 Plates 2 x 8 (The Building Toy),2
271,11.00,5 Plates 4 x 8 (The Building Toy),3
272,12.00,4 Plates 6 x 8 (The Building Toy),3
273,2.00,Six Trees and Bushes (The Building Toy),4
274,8.00,Gas Station (The Building Toy),6
275,2.00,Road Signs (The Building Toy),6
276,9.00,6 Street Lamps with Curved Top (The Building Toy),6
277,7.00,50 lettered bricks (The Building Toy),7
278,3.00,Garage Plate and Door (The Building Toy),8
279,7.00,50 numbered bricks (The Building Toy),5
280,8.00,Lighting Device Pack (The Building Toy),1
281,6.00,"1 x 6 x 3 Window, Red or White",0
282,6.00,"1 x 6 x 2 Window, Red or White",8
283,7.00,"1 x 6 x 2 Shuttered Windows, Red or White",7
284,8.00,"1 x 4 x 2 Window, Red or White",1
285,12.00,"1 x 3 x 2 Window, Red or White",3
286,12.00,"1 x 2 x 2 Window, Red or White",7
287,6.00,"1 x 1 x 2 Window, Red or White",10
288,11.00,"1 x 2 x 1 Window, Red or White",0
289,5.00,"1 x 1 x 1 Window, Red or White",4
290,3.00,"1 x 2 x 3 Door, Red or White",8
291,12.00,"2 x 8 Plates, White",6
292,8.00,"4 x 8 Plates, White",3
293,8.00,"6 x 8 Plates, White",4
294,11.00,"1 x 1, 1 x 2, 2 x 2, 2 x 3, 2 x 4 Plates (System)",0
295,3.00,Tiles (System),2
296,7.00,"Slopes and Slopes Double 2 x 4, Red (The Building Toy)",5
297,5.00,"Slopes and Slopes Double 2 x 4, Blue (The Building Toy)",6
298,7.00,"Slopes and Slopes Double 2 x 4, Red (System)",0
299,11.00,"Slopes and Sloped Double 2 x 4, Blue (System)",3
300,4.00,"Slopes and Slopes Double 2 x 3 and 2 x 1, Red (The Building Toy)",0
301,6.00,"Slopes and Slopes Double 2 x 3 an 2 x 1, Blue (The Building Toy)",10
302,12.00,"Slopes Regular, Double, Angle, Valley and Corner, Red (System)",3
303,2.00,"Slopes Regular, Double, Angle, Valley and Corner, Blue (System)",5
304,6.00,"Slopes and Slopes Double 2 x 2, Red (The Building Toy)",3
305,8.00,"Slopes and Slopes Double 2 x 2, Blue (The Building Toy)",1
306,4.00,"Angle, Valley and Corner Slopes, Red (The Building Toy)",6
307,8.00,"Angle, Valley and Corner Slopes, Blue (The Building Toy)",4
308,12.00,Lighting Brick (System),5
309,4.00,1 x 1 Bricks with Numbers (System),0
310,4.00,1 x 1 Bricks with Letters (System),2
311,4.00,Traffic Signs,4
312,4.00,Trees and Bushes,3
313,12.00,"Shell Station Brick and Sign, 6 Named Beams",4
314,5.00,Nordic and American Flags,3
315,10.00,European Flags,6
316,8.00,JUMBO Pull Toy,1
317,7.00,10 x 20 Brickplate,2
318,7.00,Lockable Storage Case,6
319,5.00,"LegoWooden Storage Box Large (Double Latch) with Contents, with Lattice",7
320,10.00,LEGO Motor Eisenbahn,1
321,2.00,Basic Building Set with Train,6
322,8.00,Starter Train Set with Motor,9
323,2.00,Locomotive without Motor,5
324,4.00,Switch Track - 1 Right and 1 Left,2
325,6.00,"2 Cross Rails, 8 Straight Tracks, 4 Base Plates",4
326,6.00,"Wooden Storage Box Large, Empty",10
327,10.00,Idea Book,8
328,8.00,Biplane,2
329,4.00,Antique Car,0
330,12.00,Dump Truck,5
331,5.00,Tow Truck,5
332,4.00,Delivery Truck,5
333,2.00,Truck with Flatbed,10
334,11.00,Transport Truck,4
335,11.00,Motorized Truck Set,10
336,9.00,Train Couplers and Wheels (The Building Toy),0
337,2.00,Wheels for Motor (The Building Toy),3
338,4.00,Wheels for the Motor (System),7
339,3.00,"Gates and Fence, Red (System)",9
340,7.00,"Gates and Fence, White (The Building Toy)",10
341,6.00,"Lockable Storage Box, Empty",5
342,3.00,Basic Building Set,10
343,6.00,Basic Building Set,1
344,4.00,Basic Building Set,0
345,4.00,Basic Building Set,8
346,4.00,Basic Building Set,6
347,9.00,Basic Building Set,6
348,5.00,Basic Building Set,5
349,9.00,4.5V Motor Set,2
350,4.00,Deluxe Motorized Train Set,3
351,7.00,Electronic Train,0
352,6.00,Small Train Set,5
353,9.00,Super Train Set,2
354,6.00,2 Signals with Automatic Stop / Go Attachment,0
355,12.00,Magnetic Couplings,9
356,2.00,Garage Plate and Door (Gray Base and Door Frame),4
357,2.00,Garage with Automatic Door (Gray base and door frame),10
358,11.00,Das große Lego-Buch Idea Book,8
359,5.00,Jeep,0
360,6.00,Fire Engine,9
361,10.00,Railroad Control Tower,6
362,9.00,Warehouse,5
363,5.00,Station,6
364,12.00,Train Ferry,9
365,3.00,Pre-School Medium Set,2
366,2.00,Pre-School Large Set,7
367,9.00,Super Set,7
368,5.00,4.5V Battery Case,2
369,9.00,4.5V Motor Set with Rubber Tracks,3
370,11.00,Motorized Freight or Passenger Train (Sears Exclusive),0
371,5.00,Complete Freight Train Set with Tipper Trucks,1
372,9.00,Loco and Tender,3
373,5.00,Passenger Coach,3
374,4.00,Goods Wagon,3
375,12.00,Tipping Wagon,4
376,5.00,Train Set,8
377,4.00,Electronic Train,1
378,6.00,Electronic Control Unit (Forward/Backward - Stop),10
379,5.00,Electronic Control Unit (Forward - Stop),2
380,12.00,Bricks'n Motor Set,6
381,12.00,Automatic Direction Changer,2
382,6.00,Railroad Crossing Gate,6
383,11.00,4.5v Idea Book,1
384,8.00,Truck with Crane and Caterpillar Track,6
385,8.00,Bungalow,4
386,4.00,House with Mini Wheel Car,3
387,7.00,House with Car,7
388,10.00,12V Motor with Accessories Pack,6
389,12.00,12V Replacement Electric Motor,10
390,9.00,12V Sleeper (Track) Contacts for Old Motor Type I and II,10
391,4.00,Motor Bushings,8
392,4.00,12V Rail Contact Wire with Transformer Connector,10
393,7.00,Train with 12V Electric Motor,2
394,7.00,Steam Locomotive,10
395,5.00,12V Transformer for 220V Pack,9
396,6.00,8 Straight 12V Conducting Rails,5
397,10.00,8 Curved 12V Conducting Rails,9
398,10.00,Automatic Right Electric Switch,5
399,5.00,Automatic Left Electric Switch,9
400,5.00,4 Small Wheels with Accessories,7
401,5.00,2 Large Wheels with Accessories,9
402,11.00,5 Turntables,5
403,10.00,Train Wheels and Couplers,7
404,12.00,12 doors and 5 hinges,9
405,2.00,"Windows, Red",3
406,5.00,"Windows, White",10
407,8.00,6 bricks with 16 and 20 studs and 3 Angle Bricks White/Red,4
408,7.00,6 bricks with 16 and 20 studs and 3 Angle Bricks Blue/Yellow,0
409,7.00,21 8-Stud Bricks,0
410,7.00,21 Black 2x4 Bricks,8
411,9.00,21 Blue 2x4 Bricks,5
412,5.00,21 Red 2x4 Bricks,9
413,2.00,21 Trans-Clear 2x4 Bricks,10
414,4.00,21 White 2x4 Bricks,0
415,2.00,21 Yellow 2x4 Bricks,9
416,6.00,"31 bricks with 2, 4 and 6 studs",10
417,6.00,"28 Bricks with 1, 2, 4, 6 and 8 Studs [Red/White]",2
418,3.00,"28 Bricks with 1, 2, 4, 6 and 8 Studs [Blue/Yellow]",5
419,9.00,"28 Bricks with 1, 2, 4, 6 and 8 Studs [Black/Trans-Clear]",2
420,7.00,"50 bricks, curved and round",3
421,7.00,"10 building plates 2 x 8, 4 x 8, 6 x 8",0
422,2.00,47 1/3 elements (plates),8
423,8.00,52 flat tile bricks,8
424,7.00,"23 sloping bricks, including roof peak bricks, Red",1
425,2.00,"23 sloping bricks, including roof peak bricks, Blue",10
426,11.00,"34 sloping profile bricks, including profile peak bricks, Red",6
427,6.00,"34 sloping profile bricks, including profile peak bricks, Blue",9
428,2.00,Lighting Device Parts Pack,1
429,6.00,One Light Bulb,9
430,9.00,Number Bricks,9
431,10.00,Alphabet Bricks,1
432,12.00,10 Traffic Signs,8
433,7.00,Trees and Signs (1969 version with old style trees and 3 bricks),9
434,4.00,LEGO fences with garden gates,7
435,11.00,Lighting Bricks with Color Filters,5
436,10.00,Weetabix Castle,10
437,5.00,Front-End Loader,4
438,8.00,Front-End Loader,7
439,3.00,Replacement 4.5V Motor,0
440,6.00,Steam Locomotive (Push),4
441,11.00,Four Car Auto Transport,10
442,7.00,Little House Set,10
443,11.00,Medium House Set,0
444,3.00,Ambulance,6
445,2.00,Jumbo Jet,1
446,5.00,Fire Station with Mini Cars,8
447,9.00,Medium House Set,8
448,4.00,Large House Set,8
449,3.00,Lighting Device Pack with Improved Plugs (The Building Toy),3
450,5.00,Ambulance,8
451,9.00,Tow Truck,1
452,6.00,Fire Truck,7
453,7.00,Vintage Car,6
454,5.00,Fire Truck,8
455,9.00,Shell Tanker Truck,1
456,4.00,Baggage Carts,3
457,6.00,White Car and Camper,7
458,7.00,12V Extension Cord Pack,7
459,9.00,12V Electric Train with 2 Wagons,2
460,5.00,Diesel Locomotive,4
461,9.00,12V New Transformer for 110V Pack,5
462,3.00,Gear Set with Motor,10
463,5.00,Gear Set,7
464,6.00,Gear Supplementary Set,3
465,9.00,Mini-Wheel Model Maker No. 1,10
466,5.00,Mobile Crane (Plate Base),2
467,8.00,Mini-Wheel Model Maker No. 2,9
468,4.00,Truck,0
469,2.00,Car,1
470,5.00,Delivery Truck Set,8
471,5.00,Minitalia Train,7
472,7.00,Factory With Conveyor Belt,1
473,10.00,Complete Living Room Set,4
474,11.00,Complete Kitchen Set,10
475,4.00,Garage with Automatic Doors,5
476,10.00,Swiss Chalet,5
477,2.00,Spanish Villa,3
478,10.00,Loader Hopper with Truck,6
479,9.00,Tipper Truck,7
480,8.00,Tow Truck,8
481,8.00,Ambulance,9
482,10.00,Fire Engine,6
483,9.00,Refrigerator Truck and Trailer,2
484,4.00,Low-Loader with Excavator,1
485,6.00,Crane with Float Truck,6
486,7.00,Mini-Wheel Model Maker No. 3,0
487,2.00,Village Set,10
488,7.00,6 International Flags (The Building Toy),2
489,7.00,6 International Flags (The Building Toy),7
490,9.00,Large House Set,4
491,10.00,Excavator,2
492,10.00,Taxi,4
493,8.00,Kiosk,7
494,6.00,Fire Truck,2
495,12.00,Double Excavator,2
496,12.00,Mobile Crane,4
497,4.00,Double Tanker,9
498,4.00,Milk Float & Trailer,8
499,4.00,Mobile Site Office,3
500,10.00,Truck with Girders,10
501,4.00,Shell Service Station,4
502,9.00,Low-Loader and Crane,4
503,2.00,Low-Loader with 4 Wheel Excavator,7
504,12.00,Low-Loader and Tractor,0
505,12.00,Articulated Lorry,3
506,4.00,"Baseplates, Red and Blue",7
507,2.00,"Baseplates, Green and Yellow",3
508,4.00,"2 large baseplates, gray/white",5
509,2.00,Trees and Signs (1971 version with granulated trees and 4 bricks),6
510,9.00,Mobile Crane (Train Base),10
511,11.00,Wagon with Double Tippers,10
512,2.00,Passenger Coach,9
513,2.00,Port Crane and Flat Waggon,10
514,6.00,Denken mit Lego (Thinking with Lego 250pcs),10
515,2.00,Denken mit Lego (Thinking with Lego 900pcs),8
516,6.00,Sterling Super Caravelle,6
517,12.00,Sterling Luggage Carrier,6
518,9.00,Battery Wagon with Signal and Direction - Changing,1
519,5.00,Push Along Play Train,8
520,8.00,Complete Train Set Without Motor,10
521,3.00,Train with 5 Wagons and Circle of Track,2
522,5.00,"Complete Train Set with Motor, Signals and Switch",4
523,6.00,Complete Children's Room Set,6
524,2.00,Windmill and Lorry,10
525,2.00,Terrace House with Car and Garage,6
526,10.00,Police Heliport,3
527,9.00,Town Center Set with Roadways,7
528,5.00,Environment Plate,8
529,11.00,Tractor,3
530,7.00,Car and Caravan,6
531,10.00,Tipper Lorry,2
532,6.00,Aeroplane,7
533,2.00,Low-Loader with Excavator,0
534,10.00,Car with Trailer and Racing Car,8
535,10.00,Tow Truck and Car,10
536,4.00,Fork Lift Truck and Trailer,2
537,8.00,Low-Loader with Fork Lift Truck,7
538,2.00,Truck with Trailer,0
539,4.00,Truck with Trailer (without Stickers),1
540,5.00,12V Diesel Locomotive with Crane and Tipper Wagon,0
541,11.00,Storage Box - Red,7
542,10.00,Storage Box - White,3
543,2.00,Storage Box - Blue,1
544,7.00,Storage Box - Yellow,10
545,6.00,"Baseplates, Green",9
546,10.00,Gear/Wheel Set,1
547,9.00,"Flags, Trees and Road Signs",7
548,9.00,Building Set,10
549,3.00,Small Pre-School Basic Set,0
550,11.00,Building Set,0
551,12.00,Large Pre-School Basic Set,4
552,4.00,Building Set,10
553,7.00,Small house set,4
554,11.00,Large House Set,6
555,7.00,Basic Set,1
556,7.00,Idea Book #1,2
557,9.00,Basic Set,4
558,4.00,"Grandfather Clock, Chair and Table",10
559,11.00,Baby's Cot and Cabinet,10
560,4.00,Dressing Table with Mirror,6
561,3.00,Bureau,3
562,11.00,Dining Suite,9
563,5.00,Blackboard and School Desk,3
564,6.00,Kitchen Sink and Cupboards,3
565,9.00,Piano,1
566,9.00,Small Ship Set,6
567,7.00,Tug,3
568,2.00,Ferry,0
569,7.00,Medium Ship Set,6
570,6.00,Tanker,6
571,11.00,Large Ship Set,6
572,7.00,Basic Set,8
573,11.00,Swiss Villa,2
574,7.00,Fire Station,10
575,7.00,Rocket Base,8
576,2.00,Lorry and Fork Lift Truck,0
577,9.00,Breakdown Truck and Car,7
578,9.00,Truck with Excavator,8
579,3.00,London Bus,9
580,10.00,Payloader,10
581,9.00,Police Car,2
582,11.00,Basic Set,1
583,3.00,Fork Lift,4
584,5.00,Rescue Units,0
585,5.00,Basic Set,3
586,7.00,Swiss Villa,1
587,8.00,Conveyor Station,1
588,9.00,Police Heliport,2
589,6.00,Fire House,6
590,6.00,Vintage Car,8
591,9.00,Police Car,4
592,12.00,Basic Set,6
593,8.00,Ambulance and Helicopter,2
594,2.00,Crane Lorry,4
595,5.00,Mobile Hydraulic Lift,7
596,8.00,Tipper Trucks and Loader,5
597,2.00,Caravelle Plane,7
598,5.00,Shell Double Tanker,7
599,12.00,Wrecker with Car,9
600,10.00,Basic Set,8
601,5.00,Steam Shovel with Carrier,3
602,6.00,Red Box,7
603,3.00,Basic Set,9
604,5.00,Universal Motor Set,6
605,5.00,Red Bricks,9
606,9.00,White Bricks,10
607,4.00,Blue and Yellow Bricks,6
608,5.00,Doors and Windows,1
609,9.00,"Roof Bricks, 45 Degrees",5
610,6.00,"Roof Bricks, 33 Degrees",0
611,6.00,Wheels and Tires,7
612,7.00,Doors and Fences,1
613,8.00,"Plates, Hinges and Turntables",9
614,4.00,"Flags, Signs and Trees",8
615,5.00,Building Set,1
616,11.00,Building Set,9
617,7.00,Sterling Boeing 727,4
618,5.00,Maersk Line [Promotional Container Ship],8
619,6.00,Farm Set,7
620,11.00,Family,5
621,9.00,Aeroplane and Pilot,8
622,3.00,Windmill with Miller and his Wife,6
623,2.00,Locomotive with Driver & Passenger,10
624,5.00,Kitchen Set,4
625,9.00,Living Room Set,3
626,6.00,Bathroom,4
627,9.00,Child's Bedroom,0
628,10.00,Colour T.V. and Chair,5
629,8.00,Table and Chairs,3
630,5.00,Wall Unit,2
631,10.00,Secretary's Desk,9
632,10.00,Gravel Quarry,5
633,2.00,Tea Garden Cafe with Baker's Van,0
634,9.00,Tipper Truck,4
635,12.00,Biplane,0
636,8.00,Excavator,9
637,7.00,Car and Caravan,10
638,11.00,Executive Jet,1
639,3.00,Fire Engine,3
640,10.00,Mobile Crane,4
641,3.00,Shell Station,10
642,7.00,Rescue Helicopter,7
